id,descripition,sku,ean,ncm,cest,amount,weight,origin,subtotal,total,und,tax_class,tax_icms_code_cfop,tax_icms_situation,tax_ipi_framework,tax_ipi_situation,tax_ipi_aliquot,tax_pis_situation,tax_pis_aliquot,tax_cofins_situation,tax_cofins_aliquot,is_tax_imports,tax_imports_aliquot,tax_imports_iof,category_id,color_id,company_id,status_id
2,"ADAPTADOR SOLD CURTO 32 MM X 1 KRONA",0,0,39172300,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
